mass_msun,snr_full_window,ratio_true_at_t0,start_M,trials,strong_fraction_dBIC_gt_10,positive_fraction_dBIC_gt_0,median_delta_bic,p10_delta_bic,p90_delta_bic,median_ratio_rec
100.0,20.0,0.2,10.0,100,0.54,0.91,11.28549847440148,0.5226159329427714,27.454709314344373,0.20445764272328157
100.0,20.0,0.2,20.0,100,0.49,0.93,9.539439826964268,-0.6006289971890012,26.796684129509126,0.2093865149686983
100.0,20.0,0.3,0.0,100,0.84,0.99,31.478822437280817,5.086575394377631,58.106370911933896,0.2997419312583791
100.0,20.0,0.3,10.0,100,0.87,0.99,32.24645564812521,6.77611068088818,60.95451158150129,0.3025738875782196
100.0,20.0,0.3,20.0,100,0.88,0.99,31.379283358998283,6.021353490747189,59.136055328593194,0.30836350067696855
100.0,30.0,0.0,0.0,100,0.0,0.0,-12.35918461003223,-13.893833579181307,-8.769914540466022,0.03663997665947991
100.0,30.0,0.0,10.0,100,0.0,0.0,-12.63966059848201,-13.935621388068255,-9.230666580170335,0.03764113487742669
100.0,30.0,0.0,20.0,100,0.0,0.0,-12.62437045054503,-13.92743133921094,-9.331851464611856,0.03830760536805628
100.0,30.0,0.02,0.0,100,0.0,0.0,-11.969897876506444,-13.7970105871314,-7.1885623229623795,0.03980067394690195
100.0,30.0,0.02,10.0,100,0.0,0.0,-12.021532083191212,-13.797115605604314,-7.356118439157315,0.04154425718258561
100.0,30.0,0.02,20.0,100,0.0,0.0,-11.965149878544346,-13.759358685212269,-7.044496499813964,0.044702206158903975
100.0,30.0,0.05,0.0,100,0.01,0.06,-8.034487227263238,-12.699096158083683,-0.8174443050349622,0.05398361888334669
100.0,30.0,0.05,10.0,100,0.01,0.05,-8.50544195857846,-12.899089614054576,-1.6041418562540777,0.05434949220551734
