q,N,root_re,root_im,abs_D,winding_number,stability_shift,max_lambda_relative_sv,boundary_normalized_residue_abs,quality_factor,raw_W_at_stored_root_re,raw_W_at_stored_root_im,normalized_global_det_re,normalized_global_det_im,normalized_global_det_abs,dW_domega_re,dW_domega_im,dW_domega_abs,dW_derivative_relative_difference,point_residue_min_abs,point_residue_max_abs,smooth_residue_min_abs,smooth_residue_max_abs,smooth_normalized_overlap_min,smooth_normalized_overlap_max,root_gate,derivative_gate,point_source_gate,smooth_source_gate,SOURCE_COUPLED_POLE_PASS
0.1,80,0.3775148159474828,-0.020871633919164,2.7930283835202316e-08,1.0,1.2225497730862944e-08,5.035725985407034e-12,0.1986834459495567,9.043729336418966,-1.361044573919279e-09,2.4535794694580115e-08,-4.5126436977642964e-09,8.135023747187158e-08,8.147530355802838e-08,5.027610734885736,0.18594488607123758,5.031048121633736,0.00035736139907842097,0.04971383041598491,0.05813765979843834,0.032637398339457356,0.10429928414693276,0.1755223885098671,0.5609166295343665,True,True,True,True,True
0.2,56,0.3797013686231943,-0.0239854837986382,1.91559405806155e-08,1.0,0.0,3.062018746890179e-12,0.1816039788743017,7.915232642602589,-4.253946097633465e-08,8.294503751893334e-08,-9.169209089909278e-08,1.787846800420367e-07,2.0092635802995319e-07,5.465699836590918,-0.6888480526885675,5.508936952208005,0.0007249905795945491,0.08116384397835519,0.09248473400323252,0.05361551036458502,0.17190737361639255,0.176117405351722,0.5646851143684429,True,True,True,True,True
