root_re,root_im,abs_D,shift_from_sharp_re,shift_from_sharp_im,abs_shift_from_sharp,relative_shift_from_sharp,C_cond,confluent_basis_cond,lambda_separation,detT_error,lambda1_re,lambda1_im,lambda2_re,lambda2_im,lambda_sum_re,lambda_sum_im,max_lambda_relative_sv,chiJ_re,chiJ_im,chiX_re,chiX_im
0.3775148144596591,-0.020871654486117355,1.6647075295875766e-08,0.006856240560659144,-0.014967405059867354,0.016463026722075454,0.04440997632637972,11.406166946257619,1.1995861393749512,0.1507301263221735,1.734723475976807e-18,-0.09400182493769935,0.07339730970485837,-0.12822039728452286,-0.07339730970485837,-0.2222222222222222,0.0,3.2147332993786644e-12,0.08848315807604373,1.4845832726555361,1.894472046641392,1.1047511089830502
