Rmax,D_re,D_im,abs_D,lambda1_re,lambda1_im,lambda2_re,lambda2_im,relsv1,relsv2
25.0,-1.67805170689299e-07,9.258519063973483e-07,9.409358787343954e-07,-0.0929641193155617,0.08311249218256492,-0.12925810290768966,-0.08311249218152503,1.3614874496679567e-12,7.228414699212145e-15
40.0,2.3115773775718802e-08,-3.478670863338418e-08,4.1766662480909035e-08,-0.0929641193155617,0.08311249218256492,-0.12925810290768966,-0.08311249218152503,1.3614874496679567e-12,7.228414699212145e-15
60.0,6.888850626837244e-09,-6.314941575080667e-08,6.352405034809341e-08,-0.0929641193155617,0.08311249218256492,-0.12925810290768966,-0.08311249218152503,1.3614874496679567e-12,7.228414699212145e-15
