q,h,dW_re,dW_im,dW_abs,relative_difference_h2e5_vs_h1e5
0.1,2e-05,5.028486171555464,0.1875152566202867,5.031981234960033,0.00035736139907842097
0.1,1e-05,5.027610734885736,0.18594488607123758,5.031048121633736,0.00035736139907842097
0.2,2e-05,5.464235107843296,-0.6851324066177097,5.507020222260402,0.0007249905795945491
0.2,1e-05,5.465699836590918,-0.6888480526885675,5.508936952208005,0.0007249905795945491
