q,source_name,vacuum_residue_re,vacuum_residue_im,vacuum_residue_abs,kinetic_residue_re,kinetic_residue_im,kinetic_residue_abs,kinetic_to_vacuum_residue_ratio
0.1,gaussian_R5_sigmaX0p75,0.23602941634572203,4.6052449436532035,4.6112895025604175,-0.06525856562375511,0.050373305583154,0.08243876698886128,0.01787759518093305
0.1,gaussian_R8_sigmaX1p50,-7.856726326041573,4.157397716303552,8.888875313212617,-0.09144780545850763,-0.0501561516704139,0.10429928414693276,0.011733687386963348
0.1,derivative_gaussian_R6_sigmaX1p00,-2.1154407733848153,0.06633285751415574,2.116480501607548,-0.007232821193609079,-0.03182587104777642,0.03263739833945736,0.015420599582499346
0.2,gaussian_R5_sigmaX0p75,0.23602941634572203,4.6052449436532035,4.6112895025604175,-0.116051980329732,0.06571261045081009,0.13336494783380085,0.028921399916389978
0.2,gaussian_R8_sigmaX1p50,-7.856726326041573,4.157397716303552,8.888875313212617,-0.1362512087678133,-0.10482248429128044,0.17190737361639255,0.019339609068524756
0.2,derivative_gaussian_R6_sigmaX1p00,-2.1154407733848153,0.06633285751415574,2.116480501607548,-0.005155045164085131,-0.05336711029286827,0.05361551036458502,0.02533239041128042
