q,sigma_t_over_M,burst_end_ratio_min,burst_end_ratio_max,ratio_25M_min,ratio_25M_max,ratio_50M_min,ratio_50M_max
0.1,2.0,0.0199722794844795,0.0305224889502874,0.1095753378327601,0.167457702603424,0.6011709715205011,0.9187351073134786
0.1,5.0,0.0416309616615276,0.0638557146485829,0.2284029067342816,0.3503361501929808,1.2531031165892752,1.9220741449295264
0.1,10.0,0.1213529663212069,0.1906011586872767,0.665787412597904,1.0457086969318543,3.652756848155824,5.737146019311749
0.2,2.0,0.0320533893690203,0.0481098257852239,0.1626862869480335,0.2441803839402853,0.8257107432925072,1.2393322762673076
0.2,5.0,0.0644449105425955,0.0974520993754982,0.3270887545828824,0.4946160301541664,1.6601319246749016,2.510413001394783
0.2,10.0,0.17633522656021,0.2766333544748379,0.8949856421407719,1.4040466288094788,4.542480338519467,7.126208405395209
