vacuum_root_re,vacuum_root_im,abs_W_at_root,dW_re,dW_im,dW_abs,dW_relative_difference_h2e5_vs_h1e5,max_root_shift_across_stability_variants
0.3736716843524924,-0.08896231564169654,1.015414736756521e-13,3.75307870840065,3.7358282580630253,5.295470948385281,1.0618182448987128e-08,1.0734920811196824e-10
